Accession,Descriptions,Genes,#.Peptides.QEX3_1226028,#.Peptides.QEX3_1226029,#.Peptides.QEX3_1226030,#.Peptides.QEX3_1226031,#.Peptides.QEX3_1226032,#.Peptides.QEX3_1226033,#.Peptides.QEX3_1226034,#.PSMs.QEX3_1226028,#.PSMs.QEX3_1226029,#.PSMs.QEX3_1226030,#.PSMs.QEX3_1226031,#.PSMs.QEX3_1226032,#.PSMs.QEX3_1226033,#.PSMs.QEX3_1226034,#.Unique.Peptides.QEX3_1226028,#.Unique.Peptides.QEX3_1226029,#.Unique.Peptides.QEX3_1226030,#.Unique.Peptides.QEX3_1226031,#.Unique.Peptides.QEX3_1226032,#.Unique.Peptides.QEX3_1226033,#.Unique.Peptides.QEX3_1226034,%.Coverage.QEX3_1226028,%.Coverage.QEX3_1226029,%.Coverage.QEX3_1226030,%.Coverage.QEX3_1226031,%.Coverage.QEX3_1226032,%.Coverage.QEX3_1226033,%.Coverage.QEX3_1226034,t=0; WTYAP; Abundance.QEX3_1226028,t=24; WTYAP; Abundance.QEX3_1226029,t=36; WTYAP; Abundance.QEX3_1226030,t=48; WTYAP; Abundance.QEX3_1226031,t=0; Y2TAZ; Abundance.QEX3_1226032,t=36; Y2TAZ; Abundance.QEX3_1226033,t=48; Y2TAZ; Abundance.QEX3_1226034,,,,,,
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",IDH2,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,
P48764,Sodium/hydrogen exchanger 3 OS=Homo sapiens OX=9606 GN=SLC9A3 PE=1 SV=2,SLC9A3,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
P49407,Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2,ARRB1,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,44561.47,,,,,,,,,,
P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",SARS1,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
P49721,Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,PSMB2,,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,
P49788,Retinoic acid receptor responder protein 1 OS=Homo sapiens OX=9606 GN=RARRES1 PE=1 SV=2,RARRES1,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,1391080.50,,,,,,,,,,
P50479,PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2,PDLIM4,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,61138.71,,,,,,,,,
P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,DNM2,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
P51553,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1",IDH3G,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,158622.59,,,,,,,,,,
P51654,Glypican-3 OS=Homo sapiens OX=9606 GN=GPC3 PE=1 SV=1,GPC3,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,124874.99,,,,,,,,,
P51686,C-C chemokine receptor type 9 OS=Homo sapiens OX=9606 GN=CCR9 PE=1 SV=2,CCR9,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,
P51798,H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2,CLCN7,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
P51854,Transketolase-like protein 1 OS=Homo sapiens OX=9606 GN=TKTL1 PE=1 SV=2,TKTL1,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,158094.50,,,,,,,,,,
P52209,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",PGD,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4",POLR2H,,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,
P52732,Kinesin-like protein KIF11 OS=Homo sapiens OX=9606 GN=KIF11 PE=1 SV=2,KIF11,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
P53041,Serine/threonine-protein phosphatase 5 OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1,PPP5C,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,29500.25,,,,,,,,,
P53396,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,ACLY,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4",SUCLG1,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,
P53634,Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2,CTSC,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,
P53677,AP-3 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP3M2 PE=1 SV=1,AP3M2,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
P53992,Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3,SEC24C,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
P54253,Ataxin-1 OS=Homo sapiens OX=9606 GN=ATXN1 PE=1 SV=2,ATXN1,,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
P54710,Sodium/potassium-transporting ATPase subunit gamma OS=Homo sapiens OX=9606 GN=FXYD2 PE=1 SV=3,FXYD2,,,1,,,,,,,1,,,,,,,1,,,,,,,11,,,,,,,99414.73,,,,,,,,,,
P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2,EIF5,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
P55036,26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMD4 PE=1 SV=1,PSMD4,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,134342.48,,,,,,,,,
P55201,Peregrin OS=Homo sapiens OX=9606 GN=BRPF1 PE=1 SV=2,BRPF1,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4,NDUFA6,,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,30354.08,,,,,,,,,,
P57078,Receptor-interacting serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=RIPK4 PE=1 SV=1,RIPK4,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,141219.41,,,,,,,,,,,
P58417,Neurexophilin-1 OS=Homo sapiens OX=9606 GN=NXPH1 PE=2 SV=1,NXPH1,,,1,,,,,,,1,,,,,,,1,,,,,,,10,,,,,,,,,,,,,,,,,
P59103,D-amino acid oxidase activator OS=Homo sapiens OX=9606 GN=DAOA PE=1 SV=2,DAOA,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,
P60900,Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,PSMA6,,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,
P61077,Ubiquitin-conjugating enzyme E2 D3 OS=Homo sapiens OX=9606 GN=UBE2D3 PE=1 SV=1,UBE2D3,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,146182.80,,,,,,,,,,
P61803,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3,DAD1,,,,1,,,,,,,1,,,,,,,1,,,,,,,11,,,,,,,63756.84,,,,,,,,,
P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,SNRPF,,1,,,,,,,1,,,,,,,1,,,,,,,9,,,,,,,81146.05,,,,,,,,,,,
P62993,Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1,GRB2,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,
P63208,S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2,SKP1,,,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,230737.16,,,,,,,,,
P78364,Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3,PHC1,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,226307.59,,,,,,,,,
P80162,C-X-C motif chemokine 6 OS=Homo sapiens OX=9606 GN=CXCL6 PE=1 SV=4,CXCL6,,,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,708410.94,,,,,,,,,
P80723,Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2,BASP1,,,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,
P82650,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1",MRPS22,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,
P83111,"Serine beta-lactamase-like protein LACTB, mitochondrial OS=Homo sapiens OX=9606 GN=LACTB PE=1 SV=2",LACTB,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
P84550,SKI family transcriptional corepressor 1 OS=Homo sapiens OX=9606 GN=SKOR1 PE=1 SV=1,SKOR1,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,69829.95,,,,,,,,,,
Q01130,Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4,SRSF2,,,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,102000.13,,,,,,,,,
Q01469,Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3,FABP5,,,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,60950.52,,,,,,,,
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2",PFKP,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,78869.84,,,,,,,,,
Q02040,A-kinase anchor protein 17A OS=Homo sapiens OX=9606 GN=AKAP17A PE=1 SV=2,AKAP17A,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,169127.64,,,,,,,,,
Q02218,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3",OGDH,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
Q02928,"Cytochrome P450 4A11 OS=Homo sapiens OX=9606 GN=CYP4A11 PE=1 SV=1, Cytochrome P450 4A11 OS=Homo sapiens OX=9606 GN=CYP4A11 PE=1 SV=1",CYP4A11,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,,,,,,,
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,SLC25A11,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,
Q03188,Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2,CENPC,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q03252,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4,LMNB2,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,
Q04771,Activin receptor type-1 OS=Homo sapiens OX=9606 GN=ACVR1 PE=1 SV=1,ACVR1,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,
Q05707,Collagen alpha-1(XIV) chain OS=Homo sapiens OX=9606 GN=COL14A1 PE=1 SV=3,COL14A1,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,112197.49,,,,,,,,,
Q06730,Zinc finger protein 33A OS=Homo sapiens OX=9606 GN=ZNF33A PE=1 SV=3,ZNF33A,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,
Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens OX=9606 GN=LRP1 PE=1 SV=2,LRP1,,1,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,
Q08170,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,SRSF4,,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,23726.54,,,,,,,,
Q08378,Golgin subfamily A member 3 OS=Homo sapiens OX=9606 GN=GOLGA3 PE=1 SV=2,GOLGA3,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
Q08379,Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3,GOLGA2,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,13461.54,,,,,,,,,,
Q12846,Syntaxin-4 OS=Homo sapiens OX=9606 GN=STX4 PE=1 SV=2,STX4,,,1,,,,,,,1,,,,,,,1,,,,,,,8,,,,,,,,,,,,,,,,,
Q13033,Striatin-3 OS=Homo sapiens OX=9606 GN=STRN3 PE=1 SV=3,STRN3,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q13085,Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2,ACACA,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q13308,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,PTK7,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Q13322,Growth factor receptor-bound protein 10 OS=Homo sapiens OX=9606 GN=GRB10 PE=1 SV=2,GRB10,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,
Q13356,RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1,PPIL2,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
Q13535,Serine/threonine-protein kinase ATR OS=Homo sapiens OX=9606 GN=ATR PE=1 SV=3,ATR,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q13642,Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4,FHL1,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,
Q13884,Beta-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTB1 PE=1 SV=3,SNTB1,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
Q14004,Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2,CDK13,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,17452.88,,,,,,,,,,,,
Q14146,Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2,URB2,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Q14168,MAGUK p55 subfamily member 2 OS=Homo sapiens OX=9606 GN=MPP2 PE=1 SV=3,MPP2,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,
Q14241,Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,5616.36,,,,,,,,,,
Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3,GANAB,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
Q14789,Golgin subfamily B member 1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=2,GOLGB1,,,,1,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,254712.73,,,,,,,,,
Q149N8,E3 ubiquitin-protein ligase SHPRH OS=Homo sapiens OX=9606 GN=SHPRH PE=1 SV=2,SHPRH,,1,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,
Q14BN4,Sarcolemmal membrane-associated protein OS=Homo sapiens OX=9606 GN=SLMAP PE=1 SV=1,SLMAP,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,488246.19,,,,,,,,,,
Q15005,Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,SPCS2,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,72501.97,,,,,,,,,,
Q15021,Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,NCAPD2,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,32928.67,,,,,,,,,,
Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,ARL6IP1,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,
Q15166,Serum paraoxonase/lactonase 3 OS=Homo sapiens OX=9606 GN=PON3 PE=1 SV=3,PON3,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,
Q15262,Receptor-type tyrosine-protein phosphatase kappa OS=Homo sapiens OX=9606 GN=PTPRK PE=1 SV=2,PTPRK,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,94109.96,,,,,,,,,
Q15744,CCAAT/enhancer-binding protein epsilon OS=Homo sapiens OX=9606 GN=CEBPE PE=1 SV=2,CEBPE,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,11236.91,,,,,,,,,
Q15828,Cystatin-M OS=Homo sapiens OX=9606 GN=CST6 PE=1 SV=1,CST6,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,13944.41,,,,,,,,,,,,
Q16280,Cyclic nucleotide-gated olfactory channel OS=Homo sapiens OX=9606 GN=CNGA2 PE=2 SV=2,CNGA2,,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,31145.41,,,,,,,,
Q16560,U11/U12 small nuclear ribonucleoprotein 35 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP35 PE=1 SV=1,SNRNP35,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,
Q16563,Synaptophysin-like protein 1 OS=Homo sapiens OX=9606 GN=SYPL1 PE=1 SV=1,SYPL1,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,8434.80,,,,,,,,,,,,
Q16585,Beta-sarcoglycan OS=Homo sapiens OX=9606 GN=SGCB PE=1 SV=1,SGCB,,,,1,,,,,,,1,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,
Q16595,"Frataxin, mitochondrial OS=Homo sapiens OX=9606 GN=FXN PE=1 SV=2, Frataxin, mitochondrial OS=Homo sapiens OX=9606 GN=FXN PE=1 SV=2",FXN,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,
Q16637,Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1,SMN1; SMN2,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,
Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4",PCK2,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,58339.47,,,,,,,,,
Q2V2M9,FH1/FH2 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FHOD3 PE=1 SV=2,FHOD3,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Q32NC0,UPF0711 protein C18orf21 OS=Homo sapiens OX=9606 GN=C18orf21 PE=1 SV=1,C18orf21,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,90593.30,,,,,,,,,
Q32P28,Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,P3H1,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
Q3KQU3,MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1,MAP7D1,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,21386.25,,,,,,,,,
Q3MHD2,Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2,LSM12,,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,194262.25,,,,,,,,,
Q495M9,Usher syndrome type-1G protein OS=Homo sapiens OX=9606 GN=USH1G PE=1 SV=1,USH1G,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
Q4G0P3,Hydrocephalus-inducing protein homolog OS=Homo sapiens OX=9606 GN=HYDIN PE=1 SV=3,HYDIN,,,1,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,
Q502W7,Coiled-coil domain-containing protein 38 OS=Homo sapiens OX=9606 GN=CCDC38 PE=2 SV=1,CCDC38,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,38434.37,,,,,,,,,,,
Q53F19,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,NCBP3,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,178416.09,,,,,,,,,
Q53HL2,Borealin OS=Homo sapiens OX=9606 GN=CDCA8 PE=1 SV=2,CDCA8,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,29320.16,,,,,,,,,,
Q5BJD5,Transmembrane protein 41B OS=Homo sapiens OX=9606 GN=TMEM41B PE=1 SV=1,TMEM41B,,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,
Q5BJH7,Protein YIF1B OS=Homo sapiens OX=9606 GN=YIF1B PE=1 SV=1,YIF1B,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,48986.99,,,,,,,,,
Q5BKT4,"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG10 PE=1 SV=1",ALG10,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
Q5HYI8,Rab-like protein 3 OS=Homo sapiens OX=9606 GN=RABL3 PE=1 SV=1,RABL3,,1,,,,,,,1,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,
Q5JR59,Microtubule-associated tumor suppressor candidate 2 OS=Homo sapiens OX=9606 GN=MTUS2 PE=1 SV=3,MTUS2,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,56768.39,,,,,,,,,,
Q5JV73,FERM and PDZ domain-containing protein 3 OS=Homo sapiens OX=9606 GN=FRMPD3 PE=2 SV=2,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,137112.95,,,,,,,,,,,
Q5JVL4,EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EFHC1 PE=1 SV=1,EFHC1,,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,
Q5JXB2,Putative ubiquitin-conjugating enzyme E2 N-like OS=Homo sapiens OX=9606 GN=UBE2NL PE=1 SV=1,UBE2NL,,,,1,,,,,,,1,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,
Q5SYE7,NHS-like protein 1 OS=Homo sapiens OX=9606 GN=NHSL1 PE=1 SV=2,NHSL1,,,,1,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
Q5T1N1,Protein AKNAD1 OS=Homo sapiens OX=9606 GN=AKNAD1 PE=1 SV=3,AKNAD1,,,,1,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,
Q5T230,Undifferentiated embryonic cell transcription factor 1 OS=Homo sapiens OX=9606 GN=UTF1 PE=1 SV=1,UTF1,,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,
Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens OX=9606 GN=PDZK1 PE=1 SV=2,PDZK1,,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,97792.28,,,,,,,,,
Q5T3I0,G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2,GPATCH4,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
Q5T5U3,Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2,ARHGAP21,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Q5T655,Cilia- and flagella-associated protein 58 OS=Homo sapiens OX=9606 GN=CFAP58 PE=1 SV=1,CFAP58,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
Q5TCZ1,SH3 and PX domain-containing protein 2A OS=Homo sapiens OX=9606 GN=SH3PXD2A PE=1 SV=1,SH3PXD2A,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,67555.02,,,,,,,,,,
Q5TDP6,Lengsin OS=Homo sapiens OX=9606 GN=LGSN PE=1 SV=1,LGSN,,,1,,,,,,,1,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,
Q5VUJ6,Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2,LRCH2,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q5VZE5,"N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA35 PE=1 SV=1",NAA35,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Q5VZK9,F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1,CARMIL1,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
Q6B0B8,Tigger transposable element-derived protein 3 OS=Homo sapiens OX=9606 GN=TIGD3 PE=1 SV=1,TIGD3,,,1,,,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
